IATA Code,Name,Country
ZBA,Basel Bad Railway Station,Switzerland
ZDH,Basel SBB station,Switzerland
XQB,Basingstoke Railway Station,United Kingdom
BAN,Basongo,Democratic Republic of the Congo
BSR,Basra International Airport,Iraq
BSX,Bassein,Myanmar
BIA,Bastia Poretta Airport,France
BSG,Bata Airport,Equatorial Guinea
BQJ,Batagay,Russia
BJY,Batajnica,Serbia
BTG,Batangafo,Central African Republic
BVW,Batavia Downs,Australia
AZI,Bateen,United Arab Emirates
QQX,Bath Spa Railway Station,United Kingdom
BUT,Bathpalathang Airport,Bhutan
ZBF,Bathurst Airport,Canada
BRT,Bathurst Island,Australia
BAL,Batman Airport,Turkey
BLJ,Batna Airport,Algeria
BXM,Batom,Indonesia
BTR,Baton Rouge Metropolitan Airport,United States
OUR,Batouri,Cameroon
BJF,Batsfjord Airport,Norway
BBM,Battambang,Cambodia
NBP,Battery Pk City/N. Cov,United States
BTC,Batticaloa,Sri Lanka
BTW,Batu Licin,Indonesia
BUS,Batumi Airport,Georgia
BPF,Batuna Aerodrome,Solomon Islands
BUW,Baubau Airport,Indonesia
BCU,Bauchi,Nigeria
BDE,Baudette,United States
VLI,Bauerfield Airport,Vanuatu
BVL,Baures,Bolivia
BAU,Bauru Airport,Brazil
JTC,Bauru-Arealva Airport,Brazil
BWJ,Bawan,Papua New Guinea
BBC,Bay City,United States
PFN,Bay County,United States
BYN,Bayankhongor,Mongolia
RLK,Bayannur Tianjitai Airport,China
HPY,Baytown Airport,United States
BZB,Bazaruto Island,Mozambique
BZX,Bazhong Enyang Airport,China
BEE,Beagle Bay,Australia
WBE,Bealanana,Madagascar
BAB,Beale AFB,United States
BCC,Bear Creek,United States
XBE,Bearskin Lake,Canada
BIE,Beatrice,United States
YZC,Beatton River,Canada
BTY,Beatty,United States
BMT,Beaumont Municipalcipal,United States
DRI,Beauregard Parish,United States
BVA,Beauvais-Tille Airport,France
WBQ,Beaver,United States
YXQ,Beaver Creek,Canada
ZBV,Beaver Creek Bus Station,United States
BFP,Beaver Falls,United States
JAO,Beaver Ruin,United States
BKW,Beckley Airport,United States
BDW,Bedford Downs,Australia
XQD,Bedford Railway Station,United Kingdom
BEU,Bedourie,Australia
BEC,Beech,United States
BEV,Beer Sheba,Israel
WBD,Befandriana,Madagascar
NBC,Begishevo Airport,Russia
BPM,Begumpet,India
BEI,Beica,Ethiopia
BYD,Beidah,Yemen
HLJ,Beidahuang General Airport,China
BHY,Beihai Fucheng Airport,China
BHN,Beihan,Yemen
PEK,Beijing Capital International Airport,China
PKX,Beijing Daxing International Airport,China
BJS,Beijing Metropolitan Area,China
NAY,Beijing Nanyuan Airport,China
BEW,Beira Airport,Mozambique
BYV,Beira Lake SPB,Sri Lanka
BEY,Beirut-Rafic Hariri International Airport,Lebanon
BYJ,Beja International,Portugal
BJA,Bejaia Airport,Algeria
OVA,Bekily,Madagascar
BLG,Belaga,Malaysia
BGN,Belaya Gora Airport,Russia
UKS,Belbek,Crimea
BXF,Belburn,Australia
ODE,Beldringe,Denmark
BMY,Belep Island,New Caledonia
PWI,Beles,Ethiopia
BFS,Belfast International Airport,United Kingdom
IXG,Belgaum Airport,India
EGO,Belgorod Airport,Russia
BEG,Belgrad Nikola Tesla Airport,Serbia
ZEL,Bella Bella Airport,Canada
QBC,Bella Coola Airport,Canada
BUV,Bella Union,Uruguay
BYL,Bella Yella,Liberia
BEP,Bellary,India
BLP,Bellavista,Peru
PSB,Bellefonte,United States
LIG,Bellegarde Airport,France
BLV,Belleville,United States
XVV,Belleville Railway Station,Canada
BLI,Bellingham International Airport,United States
ZDI,Bellinzona Railway Station,Switzerland
BNY,Bellona,Solomon Islands
BLW,Bellows Field,United States
BLX,Belluno,Italy
BEO,Belmont,Australia
BVM,Belmonte,Brazil
BCV,Belmopan,Belize
BLY,Belmullet,Ireland
BMD,Belo,Madagascar
PLU,Belo Horizonte Airport,Brazil
BHZ,Belo Horizonte Metropolitan Area,Brazil
BCX,Beloreck,Russia
JQO,Belorussky Railway Station,Russia
EYK,Beloyarsky Airport,Russia
BZY,Beltsy Airport,Moldova
BVU,Beluga,United States
BBP,Bembridge,United Kingdom
BCG,Bemichi,Guyana
BJI,Bemidji Airport,United States
BZM,Bemolanga Airport,Madagascar
TLV,Ben Gurion International Airport,Israel
GMD,Ben Slimane,Morocco
BLN,Benalla,Australia
BEB,Benbecula Airport,United Kingdom
BXG,Bendigo,Australia
CKB,Benedum Airport,United States
BFU,Bengbu,China
BCW,Benguera Island,Mozambique
BNC,Beni,Democratic Republic of the Congo
BEM,Beni Mellal Airport,Morocco
BNI,Benin City Airport,Nigeria
BEN,Benina International,Libya
MEX,Benito Juarez International Airport,Mexico
NVA,Benito Salas Airport,Colombia
TUC,Benj Matienzo,Argentina
CPX,Benjamin Rivera Noriega Airport,Puerto Rico
BJK,Benjina,Indonesia
BTN,Bennettsville,United States
BSP,Bensbach,Papua New Guinea
BBB,Benson Municipal Airport,United States
BEX,Benson RAF Station,United Kingdom
BGV,Bento Goncalves,Brazil
BZF,Benton Field,United States
BJT,Bentota River,Sri Lanka
BPU,Beppu,Japan
BBO,Berbera,Somalia
BBT,Berberati,Central African Republic
ZYZ,Berchem Railway,Belgium
ERD,Berdyansk,Ukraine
BEA,Bereina,Papua New Guinea
EES,Berenice International Airport,Egypt
YBV,Berens River Airport,Canada
EZV,Berezovo,Russia
BGO,Bergen Airport,Norway
QFV,Bergen Railway Station,Norway
GXA,Beringin Airport,Indonesia
XUB,Berkak Railway Station,Norway
JBK,Berkeley,United States
BVG,Berlevag Airport,Norway
BER,Berlin Brandenburg Airport,Germany
QPP,Berlin Hbf Railway Station,Germany
BML,Berlin Municipal Airport,United States
BJO,Bermejo,Bolivia
UDD,Bermuda Dunes,United States
NWU,Bermuda NAS,Bermuda
BRN,Bern Airport,Switzerland
ZDJ,Bern Railway Station,Switzerland
WBO,Beroroha,Madagascar
BEZ,Beru,Kiribati
XQG,Berwick-upon-Tweed Railway Station,United Kingdom
UIZ,Berz-Macomb,United States
BSV,Besakoa,Madagascar
BPY,Besalampy,Madagascar
QWZ,Best Bus Station,Netherlands
BET,Bethel Airport,United States
BKU,Betioky,Madagascar
BTX,Betoota,Australia
BTB,Betou,Republic of the Congo
BTT,Bettles,United States
ZMF,Beverello Harbor,Italy
BVZ,Beverley Springs,Australia
BVY,Beverly Municipal Airport,United States
BWP,Bewani,Papua New Guinea
BZR,Beziers Vias Airport,France
BDP,Bhadrapur Airport,Nepal
BHW,Bhagatanwala Airport,Pakistan
BWA,Bhairawa Airport,Nepal
BMO,Bhamo,Myanmar
BHR,Bharatpur Airport,Nepal
BUP,Bhatinda Airport,India
BHU,Bhavnagar Airport,India
BHP,Bhojpur,Nepal
KUU,Bhuntar Airport,India
BHC,Bhurban Heliport,Pakistan
BXP,Biala Podlaska,Poland
BAA,Bialla,Papua New Guinea
BPK,Biangabip,Papua New Guinea
BIQ,Biarritz - Anglet - Bayonne Airport,France
BRP,Biaru,Papua New Guinea
BAW,Biawonque,Gabon
BCZ,Bickerton Island,Australia
BYS,Bicycle Lake AAF,United States
IXX,Bidar Air Force Station,India
ZDK,Biel/Bienne Railway Station,Switzerland
BFE,Bielefeld,Germany
GBA,Big Bay,Vanuatu
YIG,Big Bay Marina,Canada
YYA,Big Bay Yacht Club,Canada
RBF,Big Bear City Airport,United States
BGK,Big Creek,Belize
BGQ,Big Lake,United States
BMX,Big Mountain,United States
BPI,Big Piney-marbleton,United States
WBR,Big Rapids,United States
YTL,Big Trout,Canada
BQH,Biggin Hill,United Kingdom
BIF,Biggs AAF,United States
BFJ,Bijie Airport,China
BBI,Biju Patnaik International Airport,India
BKB,Bikaner,India
PAB,Bilaspur,India
BIO,Bilbao Airport,Spain
BIU,Bildudalur,Iceland
BIJ,Biliau,Papua New Guinea
LIT,Bill and Hillary Clinton National Airport,United States
BIW,Billiluna,Australia
BIL,Billings Logan International Airport,United States
BLL,Billund Airport,Denmark
YOS,Billy Bishop Regional,Canada
ZBL,Biloela,Australia
BIZ,Bimin,Papua New Guinea
BIM,Bimini International Airport,Bahamas
GSY,Binbrook,United Kingdom
BYU,Bindlacher-Berg,Germany
BGG,Bingol Airport,Turkey
XBN,Biniguni,Papua New Guinea
BTU,Bintulu Airport,Malaysia
ZMK,Bintulu Port,Malaysia
NTI,Bintuni,Indonesia
IRO,Birao,Central African Republic
BIR,Biratnagar Airport,Nepal
KBC,Birch Creek,United States
ESP,Birchwood-Pocono,United States
BDI,Bird Island,Seychelles
BVI,Birdsville,Australia
XBJ,Birjand Airport,Iran
BHX,Birmingham International Airport,United Kingdom
BHM,Birmingham-Shuttlesworth International Airport,United States
IXR,Birsa Munda Airport,India
BSQ,Bisbee Municipal Airport,United States
DUG,Bisbee-Douglas International,United States
BHH,Bisha Airport,Saudi Arabia
BSM,Bishe-kola,Iran
BIY,Bisho,South Africa
BIH,Bishop,United States
FNT,Bishop International Airport,United States
BSK,Biskra Airport,Algeria
BPH,Bislig,Philippines
BIS,Bismarck Airport,United States
BMM,Bitam,Gabon
BBJ,Bitburg Air Base,Germany
BZP,Bizant,Australia
ZMZ,Bjerka Railway Station,Norway
LHA,Black Forest,Germany
SPF,Black Hills,United States
YBI,Black Tickle,Canada
BKQ,Blackall Airport,Australia
BBS,Blackbushe,United Kingdom
MBL,Blacker Airport,United States
BLK,Blackpool Airport,United Kingdom
BKT,Blackstone AAF,United States
BLT,Blackwater,Australia
BWL,Blackwell,United States
BQS,Blagoveschensk Airport,Russia
BWS,Blaine,United States
BSI,Blairsville,United States
DSS,Blaise Diagne International Airport,Senegal
BYW,Blakely Island,United States
YBX,Blanc Sablon,Canada
BDG,Blanding,United States
KJX,Blangpidie Airport,Indonesia
BID,Block Island,United States
BLO,Blonduos,Iceland
YDV,Bloodvein,Canada
BFC,Bloomfield,Australia
BMG,Bloomington,United States
CNK,Blosser Municipal,United States
XBB,Blubber Bay,Canada
BLU,Blue Canyon,United States
BFB,Blue Fox Bay,United States
LEX,Blue Grass Airport,United States
LSD,Blue Grass Station Army Heliport,United States
BXL,Blue Lagoon,Fiji
VBM,Blue Mountain,United States
BEF,Bluefields,Nicaragua
BNU,Blumenau,Brazil
BLH,Blythe,United States
BYH,Blytheville AFB,United States
KBS,Bo,Sierra Leone
XXC,Bo Railway Station,Norway
BPO,Bo'ao Railway Station,China
BVB,Boa Vista Airport,Brazil
BNV,Boana,Papua New Guinea
BOV,Boang,Papua New Guinea
IAN,Bob Baker Memorial Airport,United States
BUR,Bob Hope Airport,United States
YBO,Bob Quinn Lake,Canada
CEW,Bob Sikes,United States
OZI,Bobadilla,Spain
BCR,Boca Do Acre,Brazil
BOC,Bocas Del Toro,Panama
QBO,Bochum Hbf Railway Station,Germany
ODO,Bodaybo Airport,Russia
BNM,Bodinumu,Papua New Guinea
BOO,Bodo Airport,Norway
BFI,Boeing Field International Airport,United States
BNB,Boende,Democratic Republic of the Congo
XBG,Bogande,Burkina Faso
BQG,Bogorodskoye,Russia
TAG,Bohol-Panglao,Philippines
GIC,Boigu Island,Australia
ASH,Boire Field,United States
BOI,Boise Air Terminal (Gowen Field),United States
BJB,Bojnord,Iran
BKJ,Boke,Guinea
BUI,Bokondini,Indonesia
BKR,Bokoro,Chad
VBP,Bokpyin Airport,Myanmar
BOQ,Boku,Papua New Guinea
OTC,Bol,Chad
BJG,Bolaang,Indonesia
BPL,Bole Airport,China
BOF,Bolling AFB,United States
BLS,Bollon,Australia
IBT,Bologna Central Railway Station,Italy
BVP,Bolovip,Papua New Guinea
BCK,Bolwarra,Australia
BZO,Bolzano,Italy
ZBN,Bolzano/Bozen Bus Station,Italy
BZQ,Bolzano/Bozen Railway Station,Italy
LAZ,Bom Jesus Da Lapa,Brazil
BOA,Boma,Democratic Republic of the Congo
BMH,Bomai,Papua New Guinea
SYI,Bomar Field,United States
YVB,Bonaventure,Canada
BDK,Bondoukou,Ivory Coast
BGP,Bongo,Gabon
OGR,Bongor,Chad
BYO,Bonito Airport,Brazil
BNJ,Bonn Hbf Railway Station,Germany
YBY,Bonnyville,Canada
TRW,Bonriki Airport,Kiribati
BXT,Bontang,Indonesia
BTE,Bonthe,Sierra Leone
OCM,Boolgeeda,Australia
BNW,Boone,United States
HRO,Boone County Airport,United States
URO,Boos,France
BGB,Booue,Gabon
MPH,Boracay Airport,Philippines
WWK,Boram Airport,Papua New Guinea
BXX,Borama International,Somalia
RBB,Borba,Brazil
BOD,Bordeaux Airport,France
YBN,Borden,Canada
BMW,Bordj Badji Mokhtar,Algeria
HBE,Borg El Arab Airport,Egypt
BGJ,Borgarfjordur Eystri,Iceland
BGD,Borger,United States
BOY,Borgo,Burkina Faso
BPB,Boridi,Papua New Guinea
BMK,Borkum,Germany
XYB,Borlange Railway,Sweden
RNN,Bornholm Airport,Denmark
RLU,Bornite Upper,United States
BRZ,Borotou,Ivory Coast
BXS,Borrego Springs,United States
BOX,Borroloola,Australia
KBP,Boryspil International Airport,Ukraine
OCJ,Boscobel,Jamaica
BOT,Boset,Papua New Guinea
BSN,Bossangoa,Central African Republic
BSA,Bossaso,Somalia
BST,Bost,Afghanistan
ZTY,Boston BKBAY Railway,United States
JBC,Boston City Heliport,United States
ZRU,Boston RT128 Railway,United States
ZTO,Boston South Railway,United States
BSW,Boswell Bay,United States
BTO,Botopasie,Suriname
BYK,Bouake,Ivory Coast
BOP,Bouar,Central African Republic
UAR,Bouarfa,Morocco
BCF,Bouca,Central African Republic
TID,Bouchekif Abde Al-hafidh Boussof,Algeria
XHH,Boulder Bus Station,United States
BLD,Boulder City,United States
WBU,Boulder Municipal,United States
BQL,Boulia,Australia
XBO,Boulsa,Burkina Faso
BQO,Bouna,Ivory Coast
BYA,Boundary,United States
YDT,Boundary Bay Airport,Canada
BXI,Boundiali,Ivory Coast
BOE,Boundji,Republic of the Congo
PCQ,Bounneua,Laos
BOJ,Bourgas Airport,Bulgaria
BOU,Bourges,France
BRK,Bourke,Australia
BOH,Bournemouth Airport,United Kingdom
OUT,Bousso,Chad
EBU,Boutheon Airport,France
OTL,Boutilimit,Mauritania
BVJ,Bovanenkovo Airport,Russia
ZBO,Bowen,Australia
HQM,Bowerman,United States
ELN,Bowers Field,United States
BWM,Bowman,United States
LOU,Bowman Field Airport,United States
BXC,Boxborough,United States
BZN,Bozeman Yellowstone International Airport,United States
BOZ,Bozoum,Central African Republic
BWK,Brac,Croatia
BCQ,Brack,Libya
POC,Brackett Field,United States
BRF,Bradford,United Kingdom
BFD,Bradford Airport,United States
ZFC,Bradford Bus Station,United Kingdom
BDL,Bradley International Airport,United States
BSF,Bradshaw AAF,United States
BGZ,Braga,Portugal
BGC,Braganca Airport,Portugal
BJP,Braganca Paulista,Brazil
BRH,Brahman,Papua New Guinea
HFD,Brainard,United States
BFN,Bram Fischer International Airport,South Africa
MNI,Bramble Airport,Montserrat
BMP,Brampton Island,Australia
XPN,Brampton Railway Station,Canada
ZMW,Brande Bus Station,Denmark
YBR,Brandon Municipal Airport,Canada
BKG,Branson,United States
XFV,Brantford Railway Station,Canada
BSB,Brasilia International Airport,Brazil
XHV,Brasov Bus Station,Romania
BTS,Bratislava Airport,Slovakia
ZRG,Bratislava Bus Station,Slovakia
BTK,Bratsk Airport,Russia
BWE,Braunschweig,Germany
BWC,Brawley,United States
LJN,Brazoria County,United States
XGZ,Bregenz Railway Station,Austria
BXV,Breiddalsvik,Iceland
BRE,Bremen Airport,Germany
BRV,Bremerhaven,Germany
PWT,Bremerton,United States
MEN,Brenoux,France
BQT,Brest Airport,Belarus
BES,Brest Bretagne Airport,France
BVS,Breves,Brazil
KTS,Brevig Mission Airport,United States
BWQ,Brewarrina,Australia
HDE,Brewster Field,United States
BIV,Bria,Central African Republic
ANG,Brie-Champniers,France
ZDL,Brig Railway Station,Switzerland
NVM,Brigadeiro Eduardo Gomes Airport,Brazil
JPO,Brigadeiro Firmino Ayres Airport,Brazil
CSZ,Brigadier Hector Ruiz,Argentina
BMC,Brigham City,United States
BRJ,Bright,Australia
BSH,Brighton,United Kingdom
BHT,Brighton Downs,Australia
BDS,Brindisi - Salento Airport,Italy
BQD,Brindisi Railway Station,Italy
FDE,Bringeland Airport,Norway
BNE,Brisbane Airport,Australia
XQN,Brisbane Ferry Port,Australia
BRS,Bristol Airport,United Kingdom
TTO,Britton Municipal Airport,United States
ZDN,Brno Bus Station,Czech Republic
SKL,Broadford,United Kingdom
BDX,Broadus,United States
YDR,Broadview,Canada
YBT,Brochet,Canada
XBR,Brockville,Canada
BBW,Broken Bow,United States
BHQ,Broken Hill Airport,Australia
WBI,Broker Inn,United States
BMA,Bromma Airport,Sweden
ZBM,Bromont,Canada
LYN,Bron,France
XAQ,Bronderslev Bus Station,Denmark
BNN,Bronnoysund Airport Bronnoy,Norway
YBM,Bronson Creek,Canada
WSH,Brookhaven,United States
BKX,Brookings,United States
BOK,Brookings State,United States
RBH,Brooks Lodge,United States
BME,Broome Airport,Australia
SDM,Brown Field Municipalcipal,United States
EPG,Browns,United States
BWD,Brownwood,United States
DXE,Bruce Campbell Field,United States
ZGJ,Brugge Railway Station,Belgium
BMS,Brumado,Brazil
ZVB,Brumunddal Railway Station,Norway
BWN,Brunei International Airport,Brunei
BTD,Brunette Downs,Australia
NEA,Brunswick Golden Isles,United States
BHG,Brus Laguna,Honduras
BRU,Brussels Airport,Belgium
BZK,Bryansk International Airport,Russia
FRN,Bryant AAF,United States
BCE,Bryce,United States
XOB,Bryne Railway Station,Norway
LLO,Bua Airport,Indonesia
BQE,Bubaque,Guinea-Bissau
LUW,Bubung Airport,Indonesia
UCN,Buchanan,Liberia
CCR,Buchanan Field,United States
YZM,Buchans,Canada
OTP,Bucharest Henri Coanda International Airport,Romania
BUH,Bucharest Metropolitan Area,Romania
ZDO,Buchs SG Railway Station,Switzerland
BXK,Buckeye Municipal,United States
BKC,Buckland Airport,United States
BUD,Budapest Ferenc Liszt International Airport,Hungary
BUN,Buenaventura,Colombia
BAI,Buenos Aires,Costa Rica
BUE,Buenos Aires Metropolitan Area,Argentina
ZFZ,Buffalo Depew Rr,United States
BFK,Buffalo Municipal Airport,United States
YVT,Buffalo Narrows,Canada
BUF,Buffalo Niagara International Airport,United States
BFO,Buffalo Range,Zimbabwe
UUA,Bugulma Airport,Russia
UBI,Buin,Papua New Guinea
BJM,Bujumbura International Airport,Burundi
BUA,Buka,Papua New Guinea
BHK,Bukhara Airport,Uzbekistan
BKZ,Bukoba Airport,Tanzania
BUQ,Bulawayo Airport,Zimbabwe
BCY,Bulchi,Ethiopia
UGA,Bulgan,Mongolia
HBU,Bulgan Hovd,Mongolia
PGQ,Buli Airport,Indonesia
BIP,Bulimba,Australia
YBH,Bull Harbour,Canada
BFG,Bullfrog Basin,United States
QZM,Bullocks Flat Bus Station,Australia
BUL,Bulolo,Papua New Guinea
TJQ,Bulutumbang Airport,Indonesia
BMB,Bumba,Democratic Republic of the Congo
BZH,Bumi Hills,Zimbabwe
BUY,Bunbury,Australia
BDB,Bundaberg Airport,Australia
BNT,Bundi,Papua New Guinea
BUX,Bunia,Democratic Republic of the Congo
XBL,Buno Bedelle,Ethiopia
BXZ,Bunsil,Papua New Guinea
BYQ,Bunyu,Indonesia
BXO,Buochs,Switzerland
UOL,Buol,Indonesia
RMB,Buraimi,Oman
BUO,Burao,Somalia
BVV,Burevestnik AFB,Russia
URD,Burg Feuerstein,Germany
ZDP,Burgdorf Railway Station,Switzerland
RGS,Burgos,Spain
XJU,Burgos Bus Station,Spain
BFV,Buri Ram Airport,Thailand
BKL,Burke Lakefront Airport,United States
BUC,Burketown,Australia
BBF,Burlington,United States
BRL,Burlington Airport,United States
LLY,Burlington County,United States
BTV,Burlington International Airport,United States
BWT,Burnie Wynyard Airport,Australia
BNO,Burns,United States
YPZ,Burns Lake,Canada
BXJ,Burundai,Kazakhstan
YDB,Burwash Landings,Canada
QKB,Bus Station,United States
QWP,Bus Station,United States
BUZ,Bushehr Airport,Iran
BQB,Bussellton Regional Airport,Australia
USU,Busuanga Airport,Philippines
BZU,Buta,Democratic Republic of the Congo
BTQ,Butare,Rwanda
BBG,Butaritari,Kiribati
RUE,Butembo,Democratic Republic of the Congo
BUM,Butler,United States
BTP,Butler County - Kenny Scholter Field,United States
BTM,Butte Airport,United States
BWH,Butterworth,Malaysia
YKZ,Buttonville Municipalcipal,Canada
FCS,Butts AAF,United States
BXU,Butuan Airport,Philippines
BZC,Buzios,Brazil
BZS,Buzzards Pt S,United States
BZG,Bydgoszcz Airport,Poland
BKA,Bykovo,Russia
IQT,C.F. Secada Vignetta International Airport,Peru
BYM,C.M. de Cespedes,Cuba
NGW,Cabaniss Field,United States
CBZ,Cabin Creek,United States
DCP,Cabin Plant Heliport,Canada
CAB,Cabinda Airport,Angola
CCB,Cable Airport,United States
JUP,Cable Heliport,United States
CFB,Cabo Frio International Airport,Brazil
CBJ,Cabo Rojo,Dominican Republic
CFC,Cacador,Brazil
CCX,Caceres,Brazil
LGU,Cache,United States
CCQ,Cachoeira,Brazil
CDI,Cachoeiro Itapemirim,Brazil
OAL,Cacoal Airport,Brazil
TPP,Cad. FAP Guillermo del Castillo Paredes Airport,Peru
CAD,Cadillac,United States
CDZ,Cadiz,Spain
XNC,Cadorna Railway Station,Italy
CFF,Cafunfo,Angola
CDY,Cagayan De Sulu,Philippines
LLC,Cagayan North International Airport,Philippines
CAG,Cagliari Elmas Airport,Italy
CMZ,Caia,Mozambique
CXA,Caicara Del Orinoco,Venezuela
CGV,Caiguna,Australia
OZR,Cairns AAF,United States
CNS,Cairns Airport,Australia
CIR,Cairo,United States
CAI,Cairo International Airport,Egypt
CJA,Cajamarca Airport,Peru
BCH,Cakung International,East Timor
CBQ,Calabar Airport,Nigeria
CLZ,Calabozo,Venezuela
CQF,Calais,France
XFF,Calais-Frethun Rail Station,France
CYP,Calbayog Airport,Philippines
CLV,Caldas Novas,Brazil
CDW,Caldwell Wright,United States
CDE,Caledonia,Panama
CVI,Caleta Olivia,Argentina
YYC,Calgary International Airport,Canada
CCJ,Calicut International Airport,India
CLR,Calipatria,United States
CWG,Callaway Gardens,United States
LGC,Calloway,United States
CEY,Calloway County,United States
CUD,Caloundra,Australia
CXR,Cam Ranh International Airport,Vietnam
CNQ,Camba Punta Airport,Argentina
JST,Cambria County Airport,United States
CGE,Cambridge,United States
